,question,answer,ref,doc_id,dial_id
3192,Where can distributors find information on how to file or remove a lien?,See Remove or add a lien holder of a title,"[{'sp_id': '42', 'label': 'solution'}]",Change name on title after lease buyout#3_0,41b339d31c9aa4fb9b3b7d3b4f21332d
340,"Ok, What can you tell me about the topics being discussed on the course?","As said before, the course cover many important topics for you as new driver, but for example, a pair of topics would be attitudes and risk taking while driving and other would be use of drugs.","[{'sp_id': '15', 'label': 'solution'}, {'sp_id': '17', 'label': 'solution'}]",Prepare for your road test#3_0,a14fccf164a587adf5d8fcbe723cb7ad
3548,"Alright, then let's say I'm heading to a DMV office to change my address. What should I bring along?",You should bring a completed Address Change (MV-232) form with you.,"[{'sp_id': '35', 'label': 'solution'}]",How to change your address#1_0,0d678baa35337f415345d0b1b291e761
265,"I need all possible information about renew my non-driver ID card, please.",Are you under 21 years old?,"[{'sp_id': '78', 'label': 'precondition'}]",Renew non-driver ID card#1_0,b7b01bac45dd95f3eded23b8f1d80cd8
2432,If i don t have one of these documents?,you must provide other kinds of proof,"[{'sp_id': '92', 'label': 'solution'}]",Register a snowmobile#1_0,321fb47b42d0c2c5dc14a047a0ba7306
3251,"Not exactly, but may be related.",have you received any message from the email messages@nydmv.messagingchannel.com?,"[{'sp_id': '12', 'label': 'precondition'}]",Get email and/or text reminders#1_0,1fdb243c71e2e2f08ea7072be21400e3
1779,What if I do not have Proof of Workers Compensation Insurance?,Then you don't have Proof of Workers Compensation Insurance?,"[{'sp_id': '39', 'label': 'precondition'}]",Open a dealership#3_0,999fdb675034cdd5fea69bfa09c588b1
271,I am somewhat busy and prefer to renew my Standard by mail. There is a problem with that?,"If you renew by mail, your new ID will show: ""NOT FOR FEDERAL PURPOSES"".","[{'sp_id': '31', 'label': 'solution'}]",Renew non-driver ID card#1_0,281c595977e5f5517ffb16a4696075f0
699,Could the fines or penalties be reduced?,Yes and the fines or penalties might be reduced or you may be offered to compensate the customer instead of paying the fines or penalties.,"[{'sp_id': '33', 'label': 'solution'}, {'sp_id': '34', 'label': 'solution'}]",About complaints and charges for repair and body shops#3_0,d91168e0f8ac619f5c5365de40ec0ff8
751,"no a regular moped, it has 2 wheels and moves around 50mph",does it have 3 wheels?,"[{'sp_id': '3', 'label': 'solution'}, {'sp_id': '4', 'label': 'solution'}]",Register a moped#1_0,01cfb673b9b448677ca167a025c42513
244,How can I get a refund?,Do you want a refund after surrendering your plates?,"[{'sp_id': '44', 'label': 'precondition'}]",Surrender (return or turn in) your plates to the DMV#3_0,6b5362bf86a9e387550099fd1b45e016
3926,"You are talking about the line for ""Seller's Signature"", right?",That is correct.,"[{'sp_id': '172', 'label': 'solution'}]",Information and Instructions About Your Certificate of Title#3_0,e7f4e6dfecbd491b89a325674c0d5ee3
479,What is the charge associated with replacing a REAL ID by mail? ,"You should include a money order or check for $17.50 made payable to ""Commissioner of Motor Vehicles"". ","[{'sp_id': '125', 'label': 'solution'}, {'sp_id': '126', 'label': 'solution'}, {'sp_id': '127', 'label': 'solution'}]",Replace license or permit#1_0,0900dc4d8dd22fea23ddc5a84b0dfcb8
2040,What guarantee do I have to solve the problem if I pay?,"Your payment does not guarantee that the DMV will restore your registration , or close other suspensions or revocations you have .  It is your responsibility to know if the DMV restored your registration before you drive the vehicle . You can check the status of your driving privilege and vehicle registrations through MyDMV","[{'sp_id': '8', 'label': 'solution'}, {'sp_id': '9', 'label': 'solution'}, {'sp_id': '10', 'label': 'solution'}]",Pay insurance lapse civil penalty#1_0,13f7a8967e81b8856f2b98d3c82f999d
3554,"That's a bummer, guess I'll wait then. By the way, do you have more details on changing my information on your page?",Yes. There are instructions to change your name or other non-address information.,"[{'sp_id': '12', 'label': 'solution'}]",How to change your address#1_0,d1a4b323092f9f153fb651a7894d056b
3866,Are there anything else i need to add?,"Oh, sure. You must also add a photocopy of your driver license or any other government issued ID card and finally, a personal check or money order payable to ""Commissioner of Motor Vehicles"" to pay the search fee of $10","[{'sp_id': '19', 'label': 'solution'}, {'sp_id': '20', 'label': 'solution'}]",Get a vehicle registration or title record (abstract)#1_0,48d4a4fe315b19b8b3069403663f6c10
817,And that inspection would be scheduled when?,"That would be when there is an inspector available. When that happens, the inspector can ask you to provide some documents for review, such as the following: The original lease and the original business certificate and/or corporate papers and/or filling receipt.","[{'sp_id': '35', 'label': 'solution'}, {'sp_id': '36', 'label': 'solution'}, {'sp_id': '37', 'label': 'solution'}]",About Private Service Bureau Licenses#1_0,07acc12fdfcaeccf18bcb094f52a61fb
1922,do restrictions change depending on where I drive?,"Yes, your driving privileges will vary depending on which of the our three geographic regions you will be driving in.","[{'sp_id': '10', 'label': 'solution'}, {'sp_id': '11', 'label': 'solution'}]",The Graduated License Law and Restrictions for Drivers under 18#1_0,bacf4823f1b248dd0b87edc959d68914
3529,What happens if I lost my document?,you must wait for it to arrive before you can create a MyDMV account,"[{'sp_id': '21', 'label': 'solution'}, {'sp_id': '22', 'label': 'solution'}]",How to change your address#1_0,48657207b2a23091fccf605136aab9f1
1305,"Ok now, what is the required equipment for an ATV?",two of the required equipment are to have the brakes in good condition and that the ATV is in good operating condition and meets federal standards.,"[{'sp_id': '142', 'label': 'solution'}, {'sp_id': '143', 'label': 'solution'}, {'sp_id': '144', 'label': 'solution'}]",ATVs: Information for Owners and Operators#3_0,73e304f51b3e154385ba9d0d2c4117f4
1812,"Say, I have a doubt. Can i ask for those parts which get replaced on my car?","Sure, You have that right. Be aware that you must write down that request before your car is touched by the service.","[{'sp_id': '32', 'label': 'solution'}, {'sp_id': '33', 'label': 'solution'}]",Know Your Rights in Auto Repair#3_0,9038ff476047c33f9f882be4146dd9c1
3898,I want to make a new MyDMV account because I'm having problems with the old one,"Okay, would you like to know what you will need to sign up for MyDMV?","[{'sp_id': '2', 'label': 'precondition'}]",Creating a MyDMV account#1_0,de5c6931ac9931afa594047ad7ace10b
250,Yes stolen,"Then you need to report plates that are lost , stolen or destroyed and surrender the registration. In these cases the DMV can issue you a new registration and plates","[{'sp_id': '60', 'label': 'solution'}, {'sp_id': '61', 'label': 'solution'}, {'sp_id': '62', 'label': 'solution'}]",Surrender (return or turn in) your plates to the DMV#3_0,6b5362bf86a9e387550099fd1b45e016
2469,What happens if I don t pay a toll?,"If you fail to pay tolls , fees or other charges in relation to 3 or more tolling violations","[{'sp_id': '4', 'label': 'solution'}, {'sp_id': '5', 'label': 'solution'}]",Registration suspensions for failure to pay tolls#3_0,789487b93de1c68dd94b84e377d8451a
548,"Yes, i want to do that.","In that case, you must send your apportioned plates and the cab card to the address we give you.","[{'sp_id': '3', 'label': 'solution'}]",Surrender IRP registration and plates#1_0,058bd88c5c6838f7260e5f23170ffefc
742,Are the offices open on Saturdays?,Yes some of our offices are open on Saturdays.,"[{'sp_id': '28', 'label': 'solution'}]",Register a moped#1_0,229f967e737260408006b7318cc948cf
311,how do i transfer credit?,if you transfer your remaining registration to another vehicle your new registration will espire the same day,"[{'sp_id': '9', 'label': 'precondition'}]",Refunds and transfer credits for surrendered plates#3_0,4592e30d9d318911e585ea23b413d566
1139,"So, I need a copy of his death certficate and license to give to DMV?",Yes. This ensures that you will not receive any more mailings for the deceased loved one.,"[{'sp_id': '8', 'label': 'solution'}, {'sp_id': '9', 'label': 'solution'}]",If a family member has died#3_0,24f9541d7765b253c06caaeec7a6765d
1457,What does the law say?,No one can operate a motor vehicle while under the influence of alcohol or drugs while a child 15 or under is present.,"[{'sp_id': '12', 'label': 'solution'}, {'sp_id': '13', 'label': 'solution'}]",Leandra's Law & ignition interlock devices#3_0,d9510bd14dcdf46fba96dc55338e2c2d
4052,"Yes, I am an out of state resident not from New York State.",It depends on a few things.,"[{'sp_id': '3', 'label': 'solution'}]",Register an out-of-state vehicle#1_0,5121a0f3b57004f841e631eaa44faa8d
15,Can you keep me up to date with my insurance so it doesn't lapse?,"The New York State requires every motorist to maintain auto insurance always that a vehicle is registered, due to that, DMV works with insurance companies to monitor your insurance coverage and keep you informed.","[{'sp_id': '24', 'label': 'solution'}, {'sp_id': '25', 'label': 'solution'}, {'sp_id': '26', 'label': 'solution'}]",Top 5 DMV Mistakes and How to Avoid Them#3_0,9fa8c68e2f211edad9fb65eb5897d600
3667,Can I complete form MV-74 if my car was purchased in another state?,"Yes, but only if your vehicle is exempt from the California emissions standard.","[{'sp_id': '27', 'label': 'solution'}]",California emissions standards#3_0,c3ff4c5b631a12755f426e1e7bb36843
2921,Does the New York State DMV record convictions out of state?,"The New York State DMV does not record out-of-state convictions for traffic violations by New York State noncommercial licensed drivers, except for traffic offenses committed in the provinces of Ontario and Quebec in Canada.","[{'sp_id': '6', 'label': 'solution'}]",Tickets received in another state#3_0,532ab8a0cb8a5985d8c4bb1274d5f33c
3357,What is the main topic of this information?,of course the main topic is Registration,"[{'sp_id': '73', 'label': 'solution'}]",Register a pick-up truck as 'passenger' class vehicles#1_0,672bcdec9a93bf717ff2d76824532a7b
364,How do I find a pre-licensing course?,To find one in your area look online or in your telephone directory.,"[{'sp_id': '21', 'label': 'solution'}]",Prepare for your road test#3_0,e7f065b53cde4287619fd6f3f237a917
182,Can you please tell me more about the county use taxes?,This is the tax that applies to all residents of New York City and several counties in New York for the registration or renewals of a commercial vehicle,"[{'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}]","Commercial vehicle registration fees, vehicle use taxes and supplemental fees#3_0",05b2d770c75bb572a85795ef15e7cf87
1202,I need to reinstate my surrendered plates.,You should go to a DMV office and ask for the reinstatement of your registration and receive your vehicle's plates. The first document you'll need is the completed Application for Registration or Title form (PDF MV-82),"[{'sp_id': '20', 'label': 'solution'}, {'sp_id': '21', 'label': 'solution'}, {'sp_id': '22', 'label': 'solution'}]",Temporary surrender of vehicle plates (store plates for a season)#3_0,e1b8922addb212e27deb516cf98f0858
2587,Great. A bit different question: How much time do I need to be living in new york to be considered a resident?,"You'll need to be living in a formal home for at least 90 days, this residence can use as address to send a traffic ticked if you drive.","[{'sp_id': '74', 'label': 'solution'}]",Register a vehicle when you are out-of-state#1_0,eecc5baf2b996e38b925afd7e1f17619
1129,what is Non-Driver ID?,it includes issue date and expiration date,"[{'sp_id': '47', 'label': 'solution'}, {'sp_id': '48', 'label': 'solution'}, {'sp_id': '49', 'label': 'solution'}]",Lifetime driving records#3_0,cc53d8c1aa8562a6098f83de8ebbc4b2
