question,answer,model_answer,ref,retrived_doc,doc_id,dial_id
I need help with transferring a credit.,Do you need to transfer your remaining registration to another vehicle?,I need help with transferring a credit.,"[{'sp_id': '9', 'label': 'precondition'}]","Transfer credit 
If you transfer your remaining registration to another vehicle , your new registration will expire the same day as your old registration. You can only use the transfer credit for a new original registration. You cannot use it for a registration renewal.",Refunds and transfer credits for surrendered plates#3_0,c30115ff5d1266e6a1ddbca647348b7a
I want information about how to surrender a an IRP registration please.,The reason for surrender is because you do not want to renew your registration?,by mail,"[{'sp_id': '2', 'label': 'precondition'}]","Do it by phone: 
You can't surrender your IPR registration by phone. You can call the IRB with questions at 1 - 518 - 473 - 5834. 

Do it by mail: 
You can surrender your IRP registration by mail. Follow the instructions on this page and Schedule A&C [2] IRP-6. 

Do it at the DMV: 
You can surrender an IRP registration at the Customer Service CounterRoom 136Swan Street BuildingEmpire State PlazaAlbany , NY 12228 You can't surrender an IRP registration at a DMV local office.",Surrender IRP registration and plates#1_0,3e04e35e606b3697e1d1b0d15c56cb5f
"Hello there, I have some questions about obtaining a driver license.",Of course. New York State residents age 16 or over can apply for a New York driver license. ,"Yes, I want to know how to get a driver license in New York.","[{'sp_id': '2', 'label': 'solution'}]","You can drive in New York State with a valid driver license from another country. You don t need to apply for a New York State driver license unless you become a New York State resident. If you choose to get a New York driver license following the steps explained on this page , when you pass your road test , you must give your foreign driver license to the DMV road test examiner. The local DMV office will destroy your foreign driver license after 60 days. If you plan to return to your home",Get a driver license#1_0,bacd8ef7c8c7dc1f8bf80028e1ecb111
"Thank you for that information. I've just recently moved, can I still renew online?","If you have not amended the address of your facility, you will not be able to renew online until you complete a form with your new facility address and send it to DMV.",no,"[{'sp_id': '14', 'label': 'solution'}, {'sp_id': '15', 'label': 'solution'}, {'sp_id': '16', 'label': 'solution'}]","Recent change of address 
You cannot renew online if the address of the facility has changed and you did not amend the address of the facility. Complete these forms with your new facility address and send them to the DMV Request for Business Amendment / Duplicate Certificate pdf [5] MV-253 G Statement of Ownership and/or Permission to Use Place of Business pdf [6] VS-19",Renew a business license or registration#1_0,c305f5c619f4be153687e4d1b8c74993
am i eligible? for a refund,"It will depend on the DMV, if you are eligible for a refund the office will issue you a receipt",yes,"[{'sp_id': '39', 'label': 'solution'}, {'sp_id': '40', 'label': 'solution'}]",Refunds,Refunds and transfer credits for surrendered plates#3_0,382ac0779c128efc13fdb7c56e57cda6
"If I comply fully and pay my fine or serve out the period of suspension handed down, what happens then?","If you fulfil this and have been completely compliant, you will be back in business",you will be back in business,"[{'sp_id': '49', 'label': 'solution'}]","will receive a letter from DMV shortly after the hearing. You will have 30 days from the date of the order by the judge to pay your fine or penalty. Failure to pay any fines or penalties or to serve out your suspension will result in indefinite suspension of your business certificate and the possible assessment of a lien against your business. However , if you pay your fine and/or penalty or serve out your period of suspension , you will be back in business after complete compliance. If you are",About complaints and charges for repair and body shops#3_0,5b3e0677c0b395920bc00e5d83fd28f2
What should I present at the DMV office?,You will be asked for the following at a DMV office,military skills test waiver,"[{'sp_id': '14', 'label': 'solution'}]","Do it at the DMV: 
You must apply for a military skills test waiver at a DMV Office. 

Show ""do it online"" button in megamenu: 


Topic: 
Commercial Drivers [5 ] 

Related PDFs: 


show mydmv button in megamenu: 


Disable this transaction?: 


yes or no survey:",Get a military skills test waiver#1_0,23eb1b86fd16bb3e89669781705df41a
what form do I need to mail in when I change the name on a lease I bought ?,You will need the Vehicle Registration/Title Application or the Application for Title,no,"[{'sp_id': '6', 'label': 'solution'}, {'sp_id': '7', 'label': 'solution'}]","When you purchase a vehicle from a leasing company , you must have the title issued in your name. The title must be issued in your name before you can sell or transfer the vehicle. You can transfer the title by mail or at a DMV office.",Change name on title after lease buyout#3_0,8e1232db1b935d441e3cc0b475225717
i am in the UK where do i bring my documents?,i can see your local office to bring them and will share the address,DMV,"[{'sp_id': '28', 'label': 'solution'}]","What do I need to bring to the DMV? 
Before visiting a DMV office [2] to register your moped , please complete the Document Guide to make sure you bring the correct documents with you. Find your proofs [3 ]",Register a moped#1_0,01cfb673b9b448677ca167a025c42513
will there be a problem if I have a new name? can I still do it online or do I have to walk in to a DMV with proof?,"You can still renew online but the new document will display your previous name. You won't be able to change your name during the online transaction, but we can give you information on how to change your name on a registration or title.",yes,"[{'sp_id': '48', 'label': 'solution'}, {'sp_id': '49', 'label': 'solution'}, {'sp_id': '50', 'label': 'solution'}]",You can still renew online but the new document will display your previous name. You cannot change your name during the online transaction. See how to change your name or other information on a registration or title [7]. You will need to register the vehicle [8] at a DMV office. You cannot renew registrations online for vehicles that are exempt registration fees - you must bring documentation that proves the vehicle is eligible for exempt status to a DMV office [9 ] that require proof of,How to renew a registration#1_0,b76240e7594ea09a8b4b6e7ce7b3fcdd
"Hello, I  have a body shop and moved it to other address. What can I do for a new licence?",Did you report that to us?,"To amend or get a replacement duplicate document for your current Repair & Body Shop,","[{'sp_id': '11', 'label': 'precondition'}]","Amend or replace 
To amend the registration or get a replacement duplicate document for your current Repair & Body Shop , you must submit the Request for Business Amendment / Duplicate Certificate pdf [1] MV-253 G. Mail it to NYS DMV Bureau of Consumer & Facility Services Application Unit P.O. Box 2700 Albany , NY 12220 - 0700 You will receive a replacement document in the mail in approximately 5 to 7 business days. We cannot fax a copy to you.",Amend or replace a business license for a repair or body shop#3_0,07849747e122d41f39d1ed25467a2c2d
